fullpath,length,color
temp_clips\2001_A_SPACE_ODYSSEY\Scene-693.mp4,1.0590000000000002,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-694.mp4,1.0190000000000001,Black and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-695.mp4,1.02,Black and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-696.mp4,1.001,Black and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-697.mp4,1.002,Black and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-698.mp4,1.004,Black and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-699.mp4,10.03,Black and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-700.mp4,8.02,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-701.mp4,1.014,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-702.mp4,1.016,Navy and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-703.mp4,1.018,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-704.mp4,1.0190000000000001,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-705.mp4,1.021,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-706.mp4,1.001,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-707.mp4,1.003,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-708.mp4,1.005,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-709.mp4,6.724,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-710.mp4,4.681,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-711.mp4,3.508,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-712.mp4,8.175,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-713.mp4,8.597999999999999,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-714.mp4,8.476,Black and Fuchsia
temp_clips\2001_A_SPACE_ODYSSEY\Scene-715.mp4,7.39,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-716.mp4,4.38,Black and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-717.mp4,4.0969999999999995,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-718.mp4,8.522,Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-719.mp4,5.132999999999999,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-720.mp4,5.145,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-721.mp4,9.977,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-722.mp4,4.34,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-723.mp4,4.141,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-724.mp4,4.065,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-725.mp4,4.093999999999999,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-726.mp4,8.391,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-727.mp4,4.465,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-728.mp4,4.099,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-729.mp4,1.7180000000000002,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-730.mp4,10.013,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-731.mp4,8.857000000000001,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-732.mp4,7.14,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-733.mp4,4.595,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-734.mp4,3.932,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-735.mp4,3.062,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-736.mp4,9.81,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-737.mp4,8.177999999999999,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-738.mp4,2.628,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-739.mp4,6.55,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-740.mp4,5.355,Black and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-741.mp4,6.0120000000000005,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-742.mp4,10.011000000000001,Black and Fuchsia
temp_clips\2001_A_SPACE_ODYSSEY\Scene-743.mp4,10.027999999999999,Black and Fuchsia
temp_clips\2001_A_SPACE_ODYSSEY\Scene-744.mp4,4.093,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-745.mp4,3.717,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-746.mp4,6.511,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-747.mp4,6.468999999999999,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-748.mp4,8.026,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-749.mp4,10.023,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-750.mp4,5.517,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-751.mp4,10.017000000000001,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-752.mp4,2.759,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-753.mp4,10.012,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-754.mp4,5.186,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-755.mp4,10.019,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-756.mp4,2.9739999999999998,Black and Purple
temp_clips\2001_A_SPACE_ODYSSEY\Scene-757.mp4,10.019,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-758.mp4,10.014,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-759.mp4,10.031,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-760.mp4,10.026,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-761.mp4,2.555,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-762.mp4,10.015,Black and Malibu
temp_clips\2001_A_SPACE_ODYSSEY\Scene-763.mp4,10.01,Black and Malibu
temp_clips\2001_A_SPACE_ODYSSEY\Scene-764.mp4,1.046,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-765.mp4,3.054,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-766.mp4,10.015,Black and Malibu
temp_clips\2001_A_SPACE_ODYSSEY\Scene-767.mp4,10.01,Black and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-768.mp4,7.275,Black and Malibu
temp_clips\2001_A_SPACE_ODYSSEY\Scene-769.mp4,3.431,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-770.mp4,10.016,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-771.mp4,10.012,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-772.mp4,10.027999999999999,Navy and Olive
temp_clips\2001_A_SPACE_ODYSSEY\Scene-773.mp4,10.024,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-774.mp4,4.024,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-775.mp4,3.05,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-776.mp4,10.01,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-777.mp4,10.027000000000001,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-778.mp4,2.8110000000000004,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-779.mp4,3.0039999999999996,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-780.mp4,5.718,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-781.mp4,7.898,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-782.mp4,10.02,Black and Fuchsia
temp_clips\2001_A_SPACE_ODYSSEY\Scene-783.mp4,10.015,Black and Fuchsia
temp_clips\2001_A_SPACE_ODYSSEY\Scene-784.mp4,2.011,Black and Fuchsia
temp_clips\2001_A_SPACE_ODYSSEY\Scene-785.mp4,10.014,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-786.mp4,5.551,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-787.mp4,5.272,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-788.mp4,2.022,Navy and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-789.mp4,3.135,Navy and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-790.mp4,1.5859999999999999,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-791.mp4,9.985,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-792.mp4,3.9210000000000003,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-793.mp4,3.52,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-794.mp4,2.427,Black and Fuchsia
temp_clips\2001_A_SPACE_ODYSSEY\Scene-795.mp4,1.8430000000000002,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-796.mp4,1.224,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-797.mp4,1.379,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-798.mp4,1.177,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-799.mp4,1.673,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-800.mp4,1.39,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-801.mp4,5.1339999999999995,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-802.mp4,4.89,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-803.mp4,1.5030000000000001,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-804.mp4,4.7589999999999995,Black and White
temp_clips\2001_A_SPACE_ODYSSEY\Scene-805.mp4,1.476,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-806.mp4,3.344,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-807.mp4,9.735,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-808.mp4,6.8870000000000005,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-809.mp4,5.231,Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-810.mp4,9.981,Fuchsia
temp_clips\2001_A_SPACE_ODYSSEY\Scene-811.mp4,8.44,Rose
temp_clips\2001_A_SPACE_ODYSSEY\Scene-812.mp4,4.345,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-813.mp4,6.151,Gray and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-814.mp4,10.026,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-815.mp4,7.61,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-816.mp4,4.0089999999999995,Navy and Olive
temp_clips\2001_A_SPACE_ODYSSEY\Scene-817.mp4,6.638999999999999,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-818.mp4,6.557,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-819.mp4,5.022,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-820.mp4,10.022,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-821.mp4,3.255,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-822.mp4,5.718999999999999,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-823.mp4,6.4270000000000005,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-824.mp4,10.03,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-825.mp4,10.026,Navy and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-826.mp4,3.216,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-827.mp4,10.03,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-828.mp4,5.268,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-829.mp4,10.019,Black and Malibu
temp_clips\2001_A_SPACE_ODYSSEY\Scene-830.mp4,10.014,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-831.mp4,10.031,Black and Malibu
temp_clips\2001_A_SPACE_ODYSSEY\Scene-832.mp4,6.143,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-833.mp4,7.8420000000000005,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-834.mp4,6.507000000000001,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-835.mp4,10.027000000000001,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-836.mp4,2.022,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-837.mp4,10.026,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-838.mp4,3.557,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-839.mp4,8.524,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-840.mp4,7.14,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-841.mp4,4.595,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-842.mp4,10.012,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-843.mp4,10.029,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-844.mp4,2.92,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-845.mp4,10.027999999999999,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-846.mp4,8.061,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-847.mp4,7.563,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-848.mp4,5.646,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-849.mp4,6.692,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-850.mp4,4.263999999999999,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-851.mp4,5.172999999999999,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-852.mp4,3.841,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-853.mp4,4.143,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-854.mp4,4.301,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-855.mp4,5.85,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-856.mp4,4.2139999999999995,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-857.mp4,3.842,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-858.mp4,6.277,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-859.mp4,5.886,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-860.mp4,4.272,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-861.mp4,4.605,Black and White
temp_clips\2001_A_SPACE_ODYSSEY\Scene-862.mp4,4.689,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-863.mp4,2.5140000000000002,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-864.mp4,5.2589999999999995,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-865.mp4,5.23,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-866.mp4,5.223,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-867.mp4,4.19,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-868.mp4,5.224,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-869.mp4,5.2170000000000005,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-870.mp4,5.144,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-871.mp4,3.513,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-872.mp4,4.191,Black and Fuchsia
temp_clips\2001_A_SPACE_ODYSSEY\Scene-873.mp4,10.025,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-874.mp4,10.021,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-875.mp4,10.016,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-876.mp4,10.011000000000001,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-877.mp4,10.027999999999999,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-878.mp4,10.023,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-879.mp4,10.019,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-880.mp4,9.566,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-881.mp4,8.015,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-882.mp4,6.898,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-883.mp4,1.061,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-884.mp4,9.981,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-885.mp4,10.017999999999999,Black and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-886.mp4,1.395,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-887.mp4,10.023,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-888.mp4,10.017999999999999,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-889.mp4,10.014,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-890.mp4,2.137,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-891.mp4,10.015,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-892.mp4,6.064,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-893.mp4,8.571,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-894.mp4,6.718999999999999,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-895.mp4,7.386,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-896.mp4,10.03,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-897.mp4,10.026,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-898.mp4,10.021,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-899.mp4,10.016,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-900.mp4,1.0090000000000001,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-901.mp4,7.517,Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-902.mp4,10.015,Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-903.mp4,10.01,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-904.mp4,5.355,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-905.mp4,8.017000000000001,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-906.mp4,9.929,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-907.mp4,6.316,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-908.mp4,10.024,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-909.mp4,5.56,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-910.mp4,2.8930000000000002,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-911.mp4,2.895,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-912.mp4,2.94,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-913.mp4,2.176,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-914.mp4,1.564,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-915.mp4,1.8130000000000002,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-916.mp4,1.598,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-917.mp4,1.335,Black and Purple
temp_clips\2001_A_SPACE_ODYSSEY\Scene-918.mp4,9.985,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-919.mp4,9.979,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-920.mp4,3.7230000000000003,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-921.mp4,2.144,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-922.mp4,1.8090000000000002,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-923.mp4,8.527000000000001,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-924.mp4,9.982000000000001,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-925.mp4,1.23,Black and Lime
temp_clips\2001_A_SPACE_ODYSSEY\Scene-926.mp4,1.172,Black and Lime
temp_clips\2001_A_SPACE_ODYSSEY\Scene-927.mp4,1.0490000000000002,Black and Lime
temp_clips\2001_A_SPACE_ODYSSEY\Scene-928.mp4,9.969,Black and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-929.mp4,1.686,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-930.mp4,1.341,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-931.mp4,1.0090000000000001,Black and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-932.mp4,9.97,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-933.mp4,8.685,Black and Dolly
temp_clips\2001_A_SPACE_ODYSSEY\Scene-934.mp4,7.69,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-935.mp4,9.978,Black and Malibu
temp_clips\2001_A_SPACE_ODYSSEY\Scene-936.mp4,1.183,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-937.mp4,1.764,Black and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-938.mp4,1.42,Black and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-939.mp4,1.73,Teal and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-940.mp4,9.982999999999999,Teal and Lime
temp_clips\2001_A_SPACE_ODYSSEY\Scene-941.mp4,1.018,Olive and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-942.mp4,1.851,Olive and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-943.mp4,1.104,Olive and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-944.mp4,10.025,Olive and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-945.mp4,10.02,DarkRed and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-946.mp4,10.015,DarkRed and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-947.mp4,1.179,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-948.mp4,5.685,DarkRed and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-949.mp4,1.5919999999999999,DarkRed and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-950.mp4,3.463,DarkRed and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-951.mp4,2.8810000000000002,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-952.mp4,3.929,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-953.mp4,2.803,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-954.mp4,1.4809999999999999,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-955.mp4,2.773,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-956.mp4,2.815,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-957.mp4,1.557,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-958.mp4,5.005,Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-959.mp4,4.672,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-960.mp4,7.233,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-961.mp4,1.681,Black and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-962.mp4,2.423,Black and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-963.mp4,2.01,Black and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-964.mp4,1.757,Black and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-965.mp4,2.01,Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-966.mp4,1.758,Black and Red
temp_clips\2001_A_SPACE_ODYSSEY\Scene-967.mp4,1.756,Black and Red
temp_clips\2001_A_SPACE_ODYSSEY\Scene-968.mp4,1.7530000000000001,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-969.mp4,1.004,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-970.mp4,5.763,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-971.mp4,4.935,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-972.mp4,2.425,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-973.mp4,4.507,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-974.mp4,4.055,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-975.mp4,4.383,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-976.mp4,3.886,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-977.mp4,2.887,Navy and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-978.mp4,2.228,Navy and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-979.mp4,1.639,Navy and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-980.mp4,2.0180000000000002,Navy and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-981.mp4,2.3409999999999997,Navy and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-982.mp4,1.008,Navy and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-983.mp4,1.18,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-984.mp4,1.506,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-985.mp4,1.178,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-986.mp4,1.183,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-987.mp4,1.188,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-988.mp4,0.96,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-989.mp4,1.173,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-990.mp4,0.965,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-991.mp4,1.585,Black and Navy
