color,fullpath,length
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-823.mp4,2.015
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-824.mp4,2.018
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-825.mp4,2.022
Black and Gray,temp_clips\TRUMAN SHOW HR\Scene-826.mp4,2.004
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-827.mp4,2.007
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-828.mp4,2.01
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-829.mp4,2.014
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-830.mp4,2.017
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-831.mp4,2.02
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-832.mp4,2.003
Green and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-833.mp4,2.006
Black and Green,temp_clips\TRUMAN SHOW HR\Scene-834.mp4,2.009
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-835.mp4,2.012
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-836.mp4,2.016
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-837.mp4,2.019
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-838.mp4,2.022
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-839.mp4,2.004
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-840.mp4,2.008
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-841.mp4,2.011
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-842.mp4,2.014
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-843.mp4,2.018
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-844.mp4,2.021
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-845.mp4,2.003
DarkRed and Teal,temp_clips\TRUMAN SHOW HR\Scene-846.mp4,2.006
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-847.mp4,2.01
Gray and Red,temp_clips\TRUMAN SHOW HR\Scene-848.mp4,2.013
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-849.mp4,2.016
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-850.mp4,2.02
Olive and Purple,temp_clips\TRUMAN SHOW HR\Scene-851.mp4,2.023
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-852.mp4,2.005
Olive and Purple,temp_clips\TRUMAN SHOW HR\Scene-853.mp4,2.008
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-854.mp4,2.012
Gray and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-855.mp4,2.015
Black and Red,temp_clips\TRUMAN SHOW HR\Scene-856.mp4,2.018
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-857.mp4,2.022
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-858.mp4,2.004
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-859.mp4,2.007
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-860.mp4,2.01
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-861.mp4,2.014
Black and Olive,temp_clips\TRUMAN SHOW HR\Scene-862.mp4,2.017
Black and Olive,temp_clips\TRUMAN SHOW HR\Scene-863.mp4,2.02
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-864.mp4,2.003
Black and Purple,temp_clips\TRUMAN SHOW HR\Scene-865.mp4,2.006
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-866.mp4,2.009
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-867.mp4,2.012
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-868.mp4,2.016
Gray and Black,temp_clips\TRUMAN SHOW HR\Scene-869.mp4,2.019
DarkRed and Teal,temp_clips\TRUMAN SHOW HR\Scene-870.mp4,2.022
Black and Gray,temp_clips\TRUMAN SHOW HR\Scene-871.mp4,2.004
DarkRed and Teal,temp_clips\TRUMAN SHOW HR\Scene-872.mp4,2.008
Gray and Black,temp_clips\TRUMAN SHOW HR\Scene-873.mp4,2.011
DarkRed and Teal,temp_clips\TRUMAN SHOW HR\Scene-874.mp4,2.014
Black and Gray,temp_clips\TRUMAN SHOW HR\Scene-875.mp4,2.018
Gray and Black,temp_clips\TRUMAN SHOW HR\Scene-876.mp4,2.021
Gray and Black,temp_clips\TRUMAN SHOW HR\Scene-877.mp4,2.003
Gray and Black,temp_clips\TRUMAN SHOW HR\Scene-878.mp4,2.006
Gray and Black,temp_clips\TRUMAN SHOW HR\Scene-879.mp4,2.01
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-880.mp4,2.013
Black and Teal,temp_clips\TRUMAN SHOW HR\Scene-881.mp4,2.016
Gray and Blue,temp_clips\TRUMAN SHOW HR\Scene-882.mp4,2.02
Black and Gray,temp_clips\TRUMAN SHOW HR\Scene-883.mp4,2.023
Teal and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-884.mp4,2.005
Black and LightCoral,temp_clips\TRUMAN SHOW HR\Scene-885.mp4,2.008
Red and Teal,temp_clips\TRUMAN SHOW HR\Scene-886.mp4,2.012
Black and LightCoral,temp_clips\TRUMAN SHOW HR\Scene-887.mp4,2.015
Black and LightCoral,temp_clips\TRUMAN SHOW HR\Scene-888.mp4,2.018
Black and LightCoral,temp_clips\TRUMAN SHOW HR\Scene-889.mp4,2.022
Black and LightCoral,temp_clips\TRUMAN SHOW HR\Scene-890.mp4,2.004
Black and LightCoral,temp_clips\TRUMAN SHOW HR\Scene-891.mp4,2.007
Black and LightCoral,temp_clips\TRUMAN SHOW HR\Scene-892.mp4,2.01
Black and LightCoral,temp_clips\TRUMAN SHOW HR\Scene-893.mp4,2.014
Black and Gray,temp_clips\TRUMAN SHOW HR\Scene-894.mp4,2.017
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-895.mp4,2.02
Black and Rose,temp_clips\TRUMAN SHOW HR\Scene-896.mp4,2.003
Black and Rose,temp_clips\TRUMAN SHOW HR\Scene-897.mp4,2.006
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-898.mp4,2.009
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-899.mp4,2.012
Black and Rose,temp_clips\TRUMAN SHOW HR\Scene-900.mp4,2.016
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-901.mp4,2.019
Navy and Olive,temp_clips\TRUMAN SHOW HR\Scene-902.mp4,2.022
Navy and Olive,temp_clips\TRUMAN SHOW HR\Scene-903.mp4,2.004
Navy and Olive,temp_clips\TRUMAN SHOW HR\Scene-904.mp4,2.008
Black and LightCoral,temp_clips\TRUMAN SHOW HR\Scene-905.mp4,2.011
LightCoral and Black,temp_clips\TRUMAN SHOW HR\Scene-906.mp4,2.014
LightCoral and Black,temp_clips\TRUMAN SHOW HR\Scene-907.mp4,2.018
LightCoral and Navy,temp_clips\TRUMAN SHOW HR\Scene-908.mp4,2.021
Navy and Orange,temp_clips\TRUMAN SHOW HR\Scene-909.mp4,2.003
Black and LightCoral,temp_clips\TRUMAN SHOW HR\Scene-910.mp4,2.006
Black and LightCoral,temp_clips\TRUMAN SHOW HR\Scene-911.mp4,2.01
LightCoral and Navy,temp_clips\TRUMAN SHOW HR\Scene-912.mp4,2.013
LightCoral and Navy,temp_clips\TRUMAN SHOW HR\Scene-913.mp4,2.016
LightCoral and Teal,temp_clips\TRUMAN SHOW HR\Scene-914.mp4,2.02
LightCoral and Navy,temp_clips\TRUMAN SHOW HR\Scene-915.mp4,2.023
Teal and Rose,temp_clips\TRUMAN SHOW HR\Scene-916.mp4,2.005
Navy and Orange,temp_clips\TRUMAN SHOW HR\Scene-917.mp4,2.008
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-918.mp4,4.017
Navy and Olive,temp_clips\TRUMAN SHOW HR\Scene-919.mp4,2.018
Black and Red,temp_clips\TRUMAN SHOW HR\Scene-920.mp4,4.006
Black and Red,temp_clips\TRUMAN SHOW HR\Scene-921.mp4,2.007
Red and SpringGreen,temp_clips\TRUMAN SHOW HR\Scene-922.mp4,2.01
Navy and Olive,temp_clips\TRUMAN SHOW HR\Scene-923.mp4,2.014
Navy and Olive,temp_clips\TRUMAN SHOW HR\Scene-924.mp4,4.022
Navy and Black,temp_clips\TRUMAN SHOW HR\Scene-925.mp4,2.003
Navy and Olive,temp_clips\TRUMAN SHOW HR\Scene-926.mp4,2.006
Black and Red,temp_clips\TRUMAN SHOW HR\Scene-927.mp4,2.009
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-928.mp4,2.012
Navy and Black,temp_clips\TRUMAN SHOW HR\Scene-929.mp4,2.016
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-930.mp4,2.019
Gray and Black,temp_clips\TRUMAN SHOW HR\Scene-931.mp4,2.022
Teal and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-932.mp4,2.004
Teal and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-933.mp4,2.008
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-934.mp4,2.011
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-935.mp4,2.014
Black and Gray,temp_clips\TRUMAN SHOW HR\Scene-936.mp4,8.012
Gray and Rose,temp_clips\TRUMAN SHOW HR\Scene-937.mp4,2.01
Black,temp_clips\TRUMAN SHOW HR\Scene-938.mp4,6.024
Black and LightCoral,temp_clips\TRUMAN SHOW HR\Scene-939.mp4,6.012
Rose and Green,temp_clips\TRUMAN SHOW HR\Scene-940.mp4,2.012
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-941.mp4,4.02
Rose and Green,temp_clips\TRUMAN SHOW HR\Scene-942.mp4,6.011
Black and Gray,temp_clips\TRUMAN SHOW HR\Scene-943.mp4,2.01
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-944.mp4,4.019
Navy and Orange,temp_clips\TRUMAN SHOW HR\Scene-945.mp4,6.01
DarkRed and Anakiwa,temp_clips\TRUMAN SHOW HR\Scene-946.mp4,8.025
Black and LightCoral,temp_clips\TRUMAN SHOW HR\Scene-947.mp4,2.022
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-948.mp4,4.01
Teal and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-949.mp4,2.011
Malibu,temp_clips\TRUMAN SHOW HR\Scene-950.mp4,2.014
Malibu,temp_clips\TRUMAN SHOW HR\Scene-951.mp4,4.023
Teal and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-952.mp4,2.003
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-953.mp4,2.005
Red and Teal,temp_clips\TRUMAN SHOW HR\Scene-954.mp4,2.009
Black and Purple,temp_clips\TRUMAN SHOW HR\Scene-955.mp4,2.012
DarkRed and Teal,temp_clips\TRUMAN SHOW HR\Scene-956.mp4,2.015
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-957.mp4,2.019
Navy and Olive,temp_clips\TRUMAN SHOW HR\Scene-958.mp4,2.022
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-959.mp4,2.004
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-960.mp4,2.007
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-961.mp4,2.011
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-962.mp4,6.025
Olive and Navy,temp_clips\TRUMAN SHOW HR\Scene-963.mp4,4.008
Gray and Rose,temp_clips\TRUMAN SHOW HR\Scene-964.mp4,2.009
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-965.mp4,2.013
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-966.mp4,2.016
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-967.mp4,4.004
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-968.mp4,8.021
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-969.mp4,2.018
Gray and Black,temp_clips\TRUMAN SHOW HR\Scene-970.mp4,4.005
Gray and Malibu,temp_clips\TRUMAN SHOW HR\Scene-971.mp4,2.007
DarkRed and Teal,temp_clips\TRUMAN SHOW HR\Scene-972.mp4,4.015
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-973.mp4,2.017
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-974.mp4,2.02
DarkRed and Teal,temp_clips\TRUMAN SHOW HR\Scene-975.mp4,2.002
Black and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-976.mp4,2.005
DarkRed and Teal,temp_clips\TRUMAN SHOW HR\Scene-977.mp4,2.009
LightCoral and Anakiwa,temp_clips\TRUMAN SHOW HR\Scene-978.mp4,2.012
DarkRed and DeepSkyBlue,temp_clips\TRUMAN SHOW HR\Scene-979.mp4,2.015
DarkRed and Green,temp_clips\TRUMAN SHOW HR\Scene-980.mp4,2.019
DarkRed and Green,temp_clips\TRUMAN SHOW HR\Scene-981.mp4,2.022
Olive and Purple,temp_clips\TRUMAN SHOW HR\Scene-982.mp4,2.004
DarkRed and Olive,temp_clips\TRUMAN SHOW HR\Scene-983.mp4,2.007
DarkRed and Black,temp_clips\TRUMAN SHOW HR\Scene-984.mp4,6.021
Malibu and MintGreen,temp_clips\TRUMAN SHOW HR\Scene-985.mp4,2.021
DarkRed and Teal,temp_clips\TRUMAN SHOW HR\Scene-986.mp4,2.003
DarkRed and Teal,temp_clips\TRUMAN SHOW HR\Scene-987.mp4,2.006
Gray and DarkRed,temp_clips\TRUMAN SHOW HR\Scene-988.mp4,2.009
Gray and Black,temp_clips\TRUMAN SHOW HR\Scene-989.mp4,2.013
DarkRed and Teal,temp_clips\TRUMAN SHOW HR\Scene-990.mp4,2.016
DarkRed and Teal,temp_clips\TRUMAN SHOW HR\Scene-991.mp4,2.019
DarkRed and Malibu,temp_clips\TRUMAN SHOW HR\Scene-992.mp4,2.002
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-993.mp4,2.005
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-994.mp4,2.008
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-995.mp4,2.011
Black and Navy,temp_clips\TRUMAN SHOW HR\Scene-996.mp4,2.015
Gray and Olive,temp_clips\TRUMAN SHOW HR\Scene-997.mp4,2.018
Olive and Purple,temp_clips\TRUMAN SHOW HR\Scene-998.mp4,6.011
Olive and Purple,temp_clips\TRUMAN SHOW HR\Scene-999.mp4,8.026
