color,fullpath,length
Black,temp_clips\LAWRENCE OF ARABIA\Scene-755.mp4,3.636
Gray and Black,temp_clips\LAWRENCE OF ARABIA\Scene-756.mp4,2.845
Gray and Black,temp_clips\LAWRENCE OF ARABIA\Scene-757.mp4,10.441
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-758.mp4,2.104
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-759.mp4,9.725
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-760.mp4,2.758
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-761.mp4,5.063
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-762.mp4,9.552
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-763.mp4,10.433
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-764.mp4,7.152
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-765.mp4,10.43
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-766.mp4,6.766
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-767.mp4,1.93
Gray and Black,temp_clips\LAWRENCE OF ARABIA\Scene-768.mp4,10.4
Gray and Blue,temp_clips\LAWRENCE OF ARABIA\Scene-769.mp4,3.087
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-770.mp4,1.878
Gray and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-771.mp4,5.526
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-772.mp4,20.864
Olive and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-773.mp4,3.508
Gray and Black,temp_clips\LAWRENCE OF ARABIA\Scene-774.mp4,3.93
Teal and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-775.mp4,3.38
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-776.mp4,10.39
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-777.mp4,10.437
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-778.mp4,4.725
Gray and Black,temp_clips\LAWRENCE OF ARABIA\Scene-779.mp4,10.444
Gray and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-780.mp4,20.86
Gray and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-781.mp4,3.012
Gray and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-782.mp4,3.423
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-783.mp4,4.889
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-784.mp4,4.765
Teal and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-785.mp4,14.817
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-786.mp4,2.976
Black and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-787.mp4,2.105
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-788.mp4,1.514
Black and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-789.mp4,7.521
Navy and Green,temp_clips\LAWRENCE OF ARABIA\Scene-790.mp4,8.525
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-791.mp4,31.292
Teal and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-792.mp4,8.096
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-793.mp4,5.849
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-794.mp4,9.098
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-795.mp4,3.185
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-796.mp4,8.313
Navy and Green,temp_clips\LAWRENCE OF ARABIA\Scene-797.mp4,5.731
Teal and Purple,temp_clips\LAWRENCE OF ARABIA\Scene-798.mp4,34.086
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-799.mp4,10.442
Teal and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-800.mp4,8.762
Gray and Black,temp_clips\LAWRENCE OF ARABIA\Scene-801.mp4,3.352
Gray and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-802.mp4,4.923
Black,temp_clips\LAWRENCE OF ARABIA\Scene-803.mp4,9.238
Black,temp_clips\LAWRENCE OF ARABIA\Scene-804.mp4,1.003
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-805.mp4,5.719
Gray and Black,temp_clips\LAWRENCE OF ARABIA\Scene-806.mp4,4.058
Teal and Purple,temp_clips\LAWRENCE OF ARABIA\Scene-807.mp4,3.596
Teal and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-808.mp4,2.398
Teal and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-809.mp4,1.003
Gray and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-810.mp4,1.965
Navy and Orange,temp_clips\LAWRENCE OF ARABIA\Scene-811.mp4,1.966
Gray and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-812.mp4,3.633
Gray and Black,temp_clips\LAWRENCE OF ARABIA\Scene-813.mp4,2.884
Gray and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-814.mp4,4.508
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-815.mp4,0.963
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-816.mp4,6.81
Gray and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-817.mp4,4.811
Gray and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-818.mp4,2.212
Gray and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-819.mp4,8.854
Gray and Black,temp_clips\LAWRENCE OF ARABIA\Scene-820.mp4,2.721
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-821.mp4,3.018
Gray and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-822.mp4,5.05
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-823.mp4,1.432
Gray and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-824.mp4,1.38
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-825.mp4,1.433
Teal and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-826.mp4,1.423
Gray and Black,temp_clips\LAWRENCE OF ARABIA\Scene-827.mp4,10.394
Gray and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-828.mp4,6.173
Gray and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-829.mp4,10.434
Gray,temp_clips\LAWRENCE OF ARABIA\Scene-830.mp4,6.469
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-831.mp4,7.473
Gray and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-832.mp4,10.438
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-833.mp4,10.401
Gray and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-834.mp4,6.479
Teal and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-835.mp4,9.529
Teal and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-836.mp4,2.217
Gray and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-837.mp4,3.676
Teal and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-838.mp4,9.989
Teal and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-839.mp4,6.101
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-840.mp4,8.801
Olive and Purple,temp_clips\LAWRENCE OF ARABIA\Scene-841.mp4,3.093
Teal and Purple,temp_clips\LAWRENCE OF ARABIA\Scene-842.mp4,4.808
Teal and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-843.mp4,2.89
Olive and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-844.mp4,3.682
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-845.mp4,10.444
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-846.mp4,1.98
Olive and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-847.mp4,2.175
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-848.mp4,10.395
Black,temp_clips\LAWRENCE OF ARABIA\Scene-849.mp4,10.356
Black and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-850.mp4,10.402
Olive and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-851.mp4,1.147
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-852.mp4,3.434
Olive and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-853.mp4,3.022
Black and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-854.mp4,10.387
DarkRed and Green,temp_clips\LAWRENCE OF ARABIA\Scene-855.mp4,1.687
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-856.mp4,10.428
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-857.mp4,10.434
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-858.mp4,9.735
Black and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-859.mp4,9.937
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-860.mp4,4.854
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-861.mp4,9.935
Black and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-862.mp4,17.075
Gray and Black,temp_clips\LAWRENCE OF ARABIA\Scene-863.mp4,3.216
Black and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-864.mp4,12.442
Black and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-865.mp4,7.736
Black and SpringGreen,temp_clips\LAWRENCE OF ARABIA\Scene-866.mp4,0.98
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-867.mp4,5.844
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-868.mp4,4.059
Black and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-869.mp4,10.445
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-870.mp4,2.257
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-871.mp4,76.293
Black and White,temp_clips\LAWRENCE OF ARABIA\Scene-872.mp4,36.958
Black and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-873.mp4,18.202
Black and White,temp_clips\LAWRENCE OF ARABIA\Scene-874.mp4,3.815
Black,temp_clips\LAWRENCE OF ARABIA\Scene-875.mp4,16.019
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-876.mp4,15.727
Black and White,temp_clips\LAWRENCE OF ARABIA\Scene-877.mp4,8.195
Black and White,temp_clips\LAWRENCE OF ARABIA\Scene-878.mp4,10.43
Black and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-879.mp4,14.979
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-880.mp4,5.146
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-881.mp4,6.438
Black and Green,temp_clips\LAWRENCE OF ARABIA\Scene-882.mp4,2.724
Black and White,temp_clips\LAWRENCE OF ARABIA\Scene-883.mp4,10.275
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-884.mp4,3.513
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-885.mp4,4.191
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-886.mp4,7.893
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-887.mp4,2.591
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-888.mp4,3.012
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-889.mp4,7.135
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-890.mp4,7.427
Gray and Black,temp_clips\LAWRENCE OF ARABIA\Scene-891.mp4,1.731
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-892.mp4,15.359
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-893.mp4,13.194
Black and SpringGreen,temp_clips\LAWRENCE OF ARABIA\Scene-894.mp4,4.218
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-895.mp4,7.258
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-896.mp4,6.358
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-897.mp4,7.976
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-898.mp4,3.466
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-899.mp4,40.26
Black and Blue,temp_clips\LAWRENCE OF ARABIA\Scene-900.mp4,1.633
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-901.mp4,19.483
Black,temp_clips\LAWRENCE OF ARABIA\Scene-902.mp4,1.797
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-903.mp4,12.228
Black,temp_clips\LAWRENCE OF ARABIA\Scene-904.mp4,73.01
Black,temp_clips\LAWRENCE OF ARABIA\Scene-905.mp4,10.432
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-906.mp4,3.183
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-907.mp4,8.482
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-908.mp4,20.858
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-909.mp4,3.311
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-910.mp4,9.679
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-911.mp4,3.758
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-912.mp4,2.564
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-913.mp4,1.215
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-914.mp4,1.221
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-915.mp4,10.23
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-916.mp4,1.761
Black,temp_clips\LAWRENCE OF ARABIA\Scene-917.mp4,5.3
Black,temp_clips\LAWRENCE OF ARABIA\Scene-918.mp4,16.067
Black,temp_clips\LAWRENCE OF ARABIA\Scene-919.mp4,12.191
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-920.mp4,17.185
Black,temp_clips\LAWRENCE OF ARABIA\Scene-921.mp4,4.567
Black and SpringGreen,temp_clips\LAWRENCE OF ARABIA\Scene-922.mp4,6.016
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-923.mp4,7.86
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-924.mp4,5.693
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-925.mp4,2.965
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-926.mp4,4.015
Black,temp_clips\LAWRENCE OF ARABIA\Scene-927.mp4,2.762
Black,temp_clips\LAWRENCE OF ARABIA\Scene-928.mp4,2.42
Black,temp_clips\LAWRENCE OF ARABIA\Scene-929.mp4,2.796
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-930.mp4,4.589
Black,temp_clips\LAWRENCE OF ARABIA\Scene-931.mp4,2.219
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-932.mp4,4.339
Black,temp_clips\LAWRENCE OF ARABIA\Scene-933.mp4,5.847
Black and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-934.mp4,10.439
Black and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-935.mp4,16.439
Black,temp_clips\LAWRENCE OF ARABIA\Scene-936.mp4,52.721
Black and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-937.mp4,56.407
Black and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-938.mp4,41.723
Black,temp_clips\LAWRENCE OF ARABIA\Scene-939.mp4,2.213
Black,temp_clips\LAWRENCE OF ARABIA\Scene-940.mp4,34.135
Black and White,temp_clips\LAWRENCE OF ARABIA\Scene-941.mp4,7.677
Black,temp_clips\LAWRENCE OF ARABIA\Scene-942.mp4,5.976
Black,temp_clips\LAWRENCE OF ARABIA\Scene-943.mp4,20.854
Black and White,temp_clips\LAWRENCE OF ARABIA\Scene-944.mp4,19.647
Black and White,temp_clips\LAWRENCE OF ARABIA\Scene-945.mp4,39.086
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-946.mp4,4.442
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-947.mp4,8.384
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-948.mp4,4.267
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-949.mp4,23.288
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-950.mp4,50.02
Black and Malibu,temp_clips\LAWRENCE OF ARABIA\Scene-951.mp4,3.105
Black,temp_clips\LAWRENCE OF ARABIA\Scene-952.mp4,6.141
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-953.mp4,10.442
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-954.mp4,10.234
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-955.mp4,2.425
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-956.mp4,10.439
Black and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-957.mp4,7.819
Gray and Black,temp_clips\LAWRENCE OF ARABIA\Scene-958.mp4,5.929
Black,temp_clips\LAWRENCE OF ARABIA\Scene-959.mp4,10.439
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-960.mp4,11.724
Gray and Black,temp_clips\LAWRENCE OF ARABIA\Scene-961.mp4,3.545
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-962.mp4,12.566
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-963.mp4,5.132
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-964.mp4,6.721
Black and MintGreen,temp_clips\LAWRENCE OF ARABIA\Scene-965.mp4,1.756
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-966.mp4,2.564
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-967.mp4,14.527
Gray and Black,temp_clips\LAWRENCE OF ARABIA\Scene-968.mp4,30.155
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-969.mp4,8.192
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-970.mp4,3.857
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-971.mp4,9.642
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-972.mp4,25.159
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-973.mp4,5.022
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-974.mp4,12.305
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-975.mp4,4.14
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-976.mp4,2.806
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-977.mp4,1.931
Black and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-978.mp4,4.556
Black and Teal,temp_clips\LAWRENCE OF ARABIA\Scene-979.mp4,9.44
Black and LightCoral,temp_clips\LAWRENCE OF ARABIA\Scene-980.mp4,2.51
Black and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-981.mp4,22.023
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-982.mp4,4.31
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-983.mp4,49.017
Gray and Black,temp_clips\LAWRENCE OF ARABIA\Scene-984.mp4,7.049
Teal and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-985.mp4,8.192
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-986.mp4,1.512
Gray and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-987.mp4,5.813
Teal and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-988.mp4,3.088
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-989.mp4,25.707
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-990.mp4,2.298
Teal and DarkRed,temp_clips\LAWRENCE OF ARABIA\Scene-991.mp4,12.89
Black and Gray,temp_clips\LAWRENCE OF ARABIA\Scene-992.mp4,2.518
Gray and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-993.mp4,15.525
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-994.mp4,4.98
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-995.mp4,5.437
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-996.mp4,1.465
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-997.mp4,3.056
Navy and Olive,temp_clips\LAWRENCE OF ARABIA\Scene-998.mp4,9.355
Gray and Navy,temp_clips\LAWRENCE OF ARABIA\Scene-999.mp4,9.441
