fullpath,length,objects
temp_clips\2001_A_SPACE_ODYSSEY\Scene-620.mp4,3.715,['parking meter']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-621.mp4,3.097,"['person', 'mouse', 'tvmonitor']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-622.mp4,4.981,"['snowboard', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-623.mp4,6.632,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-624.mp4,4.394,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-625.mp4,7.183,['aeroplane']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-626.mp4,3.316,"['bird', 'aeroplane']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-627.mp4,4.096,['aeroplane']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-628.mp4,3.422,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-629.mp4,7.105,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-630.mp4,7.311,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-631.mp4,5.772,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-632.mp4,3.921,"['cell phone', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-633.mp4,8.981,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-634.mp4,1.293,"['snowboard', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-635.mp4,9.067,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-636.mp4,9.937,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-637.mp4,10.015,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-638.mp4,9.733,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-639.mp4,3.215,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-640.mp4,4.762,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-641.mp4,8.263,"['tvmonitor', 'tvmonitor', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-642.mp4,6.895,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-643.mp4,6.307,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-644.mp4,10.014,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-645.mp4,2.671,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-646.mp4,6.849,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-647.mp4,1.011,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-648.mp4,1.184,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-649.mp4,1.168,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-650.mp4,1.473,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-651.mp4,1.101,['traffic light']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-652.mp4,1.637,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-653.mp4,2.336,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-654.mp4,6.592,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-655.mp4,7.725,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-656.mp4,10.014,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-657.mp4,10.01,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-658.mp4,4.565,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-659.mp4,9.022,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-660.mp4,10.018,"['car', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-661.mp4,9.821,"['car', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-662.mp4,1.513,"['snowboard', 'person', 'car']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-663.mp4,10.017,"['keyboard', 'keyboard', 'tvmonitor', 'person', 'tvmonitor']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-664.mp4,3.548,"['keyboard', 'person', 'tvmonitor', 'tvmonitor']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-665.mp4,10.03,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-666.mp4,10.025,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-667.mp4,10.021,"['clock', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-668.mp4,9.227,"['clock', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-669.mp4,6.473,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-670.mp4,2.802,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-671.mp4,3.678,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-672.mp4,3.762,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-673.mp4,1.8,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-674.mp4,7.729,"['tvmonitor', 'tvmonitor', 'tvmonitor', 'chair', 'chair']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-675.mp4,10.018,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-676.mp4,10.014,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-677.mp4,9.092,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-678.mp4,1.002,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-679.mp4,1.004,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-680.mp4,1.006,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-681.mp4,1.007,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-682.mp4,1.009,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-683.mp4,9.971,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-684.mp4,2.67,['toilet']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-685.mp4,2.879,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-686.mp4,3.052,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-687.mp4,3.976,"['tvmonitor', 'tvmonitor', 'toilet', 'toilet']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-688.mp4,2.509,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-689.mp4,1.01,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-690.mp4,1.011,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-691.mp4,1.013,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-692.mp4,1.015,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-693.mp4,1.059,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-694.mp4,1.019,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-695.mp4,1.02,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-696.mp4,1.001,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-697.mp4,1.002,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-698.mp4,1.004,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-699.mp4,10.03,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-700.mp4,8.02,['bird']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-701.mp4,1.014,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-702.mp4,1.016,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-703.mp4,1.018,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-704.mp4,1.019,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-705.mp4,1.021,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-706.mp4,1.001,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-707.mp4,1.003,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-708.mp4,1.005,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-709.mp4,6.724,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-710.mp4,4.681,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-711.mp4,3.508,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-712.mp4,8.175,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-713.mp4,8.598,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-714.mp4,8.476,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-715.mp4,7.39,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-716.mp4,4.38,['motorbike']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-717.mp4,4.097,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-718.mp4,8.522,"['aeroplane', 'boat']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-719.mp4,5.133,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-720.mp4,5.145,"['person', 'tvmonitor']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-721.mp4,9.977,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-722.mp4,4.34,['traffic light']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-723.mp4,4.141,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-724.mp4,4.065,['traffic light']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-725.mp4,4.094,['traffic light']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-726.mp4,8.391,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-727.mp4,4.465,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-728.mp4,4.099,['traffic light']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-729.mp4,1.718,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-730.mp4,10.013,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-731.mp4,8.857,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-732.mp4,7.14,"['tvmonitor', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-733.mp4,4.595,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-734.mp4,3.932,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-735.mp4,3.062,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-736.mp4,9.81,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-737.mp4,8.178,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-738.mp4,2.628,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-739.mp4,6.55,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-740.mp4,5.355,['motorbike']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-741.mp4,6.012,"['aeroplane', 'boat']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-742.mp4,10.011,"['laptop', 'laptop', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-743.mp4,10.028,"['laptop', 'laptop', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-744.mp4,4.093,"['laptop', 'laptop', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-745.mp4,3.717,"['clock', 'parking meter', 'oven']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-746.mp4,6.511,"['skateboard', 'car']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-747.mp4,6.469,"['car', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-748.mp4,8.026,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-749.mp4,10.023,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-750.mp4,5.517,['motorbike']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-751.mp4,10.017,"['bird', 'keyboard']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-752.mp4,2.759,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-753.mp4,10.012,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-754.mp4,5.186,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-755.mp4,10.019,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-756.mp4,2.974,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-757.mp4,10.019,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-758.mp4,10.014,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-759.mp4,10.031,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-760.mp4,10.026,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-761.mp4,2.555,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-762.mp4,10.015,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-763.mp4,10.01,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-764.mp4,1.046,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-765.mp4,3.054,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-766.mp4,10.015,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-767.mp4,10.01,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-768.mp4,7.275,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-769.mp4,3.431,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-770.mp4,10.016,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-771.mp4,10.012,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-772.mp4,10.028,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-773.mp4,10.024,"['book', 'clock']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-774.mp4,4.024,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-775.mp4,3.05,"['remote', 'cell phone']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-776.mp4,10.01,"['laptop', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-777.mp4,10.027,"['cell phone', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-778.mp4,2.811,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-779.mp4,3.004,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-780.mp4,5.718,"['laptop', 'laptop', 'tvmonitor', 'bottle', 'bottle', 'bottle', 'bottle', 'person', 'bottle']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-781.mp4,7.898,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-782.mp4,10.02,"['tvmonitor', 'tvmonitor', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-783.mp4,10.015,"['laptop', 'tvmonitor', 'tvmonitor', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-784.mp4,2.011,"['laptop', 'tvmonitor', 'tvmonitor']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-785.mp4,10.014,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-786.mp4,5.551,"['person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-787.mp4,5.272,"['remote', 'cell phone']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-788.mp4,2.022,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-789.mp4,3.135,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-790.mp4,1.586,"['cell phone', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-791.mp4,9.985,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-792.mp4,3.921,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-793.mp4,3.52,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-794.mp4,2.427,['traffic light']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-795.mp4,1.843,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-796.mp4,1.224,['cup']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-797.mp4,1.379,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-798.mp4,1.177,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-799.mp4,1.673,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-800.mp4,1.39,"['bottle', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-801.mp4,5.134,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-802.mp4,4.89,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-803.mp4,1.503,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-804.mp4,4.759,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-805.mp4,1.476,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-806.mp4,3.344,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-807.mp4,9.735,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-808.mp4,6.887,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-809.mp4,5.231,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-810.mp4,9.981,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-811.mp4,8.44,"['chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-812.mp4,4.345,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-813.mp4,6.151,"['sports ball', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-814.mp4,10.026,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-815.mp4,7.61,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-816.mp4,4.009,['car']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-817.mp4,6.639,"['person', 'oven']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-818.mp4,6.557,['motorbike']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-819.mp4,5.022,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-820.mp4,10.022,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-821.mp4,3.255,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-822.mp4,5.719,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-823.mp4,6.427,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-824.mp4,10.03,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-825.mp4,10.026,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-826.mp4,3.216,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-827.mp4,10.03,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-828.mp4,5.268,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-829.mp4,10.019,"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'sports ball', 'mouse', 'cup', 'bowl']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-830.mp4,10.014,"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'person', 'chair']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-831.mp4,10.031,"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'remote', 'remote']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-832.mp4,6.143,"['book', 'book', 'book', 'remote', 'book', 'remote', 'book', 'book', 'book', 'book', 'remote', 'remote', 'remote', 'remote']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-833.mp4,7.842,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-834.mp4,6.507,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-835.mp4,10.027,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-836.mp4,2.022,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-837.mp4,10.026,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-838.mp4,3.557,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-839.mp4,8.524,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-840.mp4,7.14,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-841.mp4,4.595,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-842.mp4,10.012,"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-843.mp4,10.029,"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-844.mp4,2.92,"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-845.mp4,10.028,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-846.mp4,8.061,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-847.mp4,7.563,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-848.mp4,5.646,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-849.mp4,6.692,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-850.mp4,4.264,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-851.mp4,5.173,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-852.mp4,3.841,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-853.mp4,4.143,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-854.mp4,4.301,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-855.mp4,5.85,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-856.mp4,4.214,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-857.mp4,3.842,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-858.mp4,6.277,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-859.mp4,5.886,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-860.mp4,4.272,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-861.mp4,4.605,"['tvmonitor', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-862.mp4,4.689,"['tvmonitor', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-863.mp4,2.514,"['tvmonitor', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-864.mp4,5.259,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-865.mp4,5.23,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-866.mp4,5.223,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-867.mp4,4.19,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-868.mp4,5.224,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-869.mp4,5.217,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-870.mp4,5.144,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-871.mp4,3.513,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-872.mp4,4.191,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-873.mp4,10.025,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-874.mp4,10.021,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-875.mp4,10.016,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-876.mp4,10.011,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-877.mp4,10.028,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-878.mp4,10.023,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-879.mp4,10.019,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-880.mp4,9.566,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-881.mp4,8.015,"['banana', 'apple']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-882.mp4,6.898,"['vase', 'apple']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-883.mp4,1.061,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-884.mp4,9.981,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-885.mp4,10.018,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-886.mp4,1.395,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-887.mp4,10.023,['traffic light']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-888.mp4,10.018,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-889.mp4,10.014,['skateboard']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-890.mp4,2.137,"['aeroplane', 'skateboard']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-891.mp4,10.015,['cake']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-892.mp4,6.064,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-893.mp4,8.571,['kite']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-894.mp4,6.719,['kite']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-895.mp4,7.386,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-896.mp4,10.03,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-897.mp4,10.026,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-898.mp4,10.021,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-899.mp4,10.016,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-900.mp4,1.009,['cake']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-901.mp4,7.517,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-902.mp4,10.015,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-903.mp4,10.01,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-904.mp4,5.355,"['clock', 'mouse']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-905.mp4,8.017,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-906.mp4,9.929,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-907.mp4,6.316,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-908.mp4,10.024,['cake']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-909.mp4,5.56,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-910.mp4,2.893,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-911.mp4,2.895,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-912.mp4,2.94,"['person', 'dog']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-913.mp4,2.176,"['toothbrush', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-914.mp4,1.564,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-915.mp4,1.813,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-916.mp4,1.598,"['person', 'cell phone']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-917.mp4,1.335,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-918.mp4,9.985,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-919.mp4,9.979,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-920.mp4,3.723,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-921.mp4,2.144,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-922.mp4,1.809,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-923.mp4,8.527,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-924.mp4,9.982,[]
